"","DateTime","Level_m","DO_mgL","WaterTemp_c","AirPres_kPa","AirTemp_c","Discharge_m3L"
"716",2019-07-20 03:45:00,0.1672,4.77,5.7,62.4315,6.016,0.103242542946532
"717",2019-07-20 04:00:00,0.167,4.77,5.638888889,62.4199,6.015,0.10720791845429
"718",2019-07-20 04:15:00,0.1684,4.79,5.6,62.4137,6.014,0.104301112373749
"719",2019-07-20 04:30:00,0.1679,4.78,5.538888889,62.3987,6.014,0.109344262863749
"720",2019-07-20 04:45:00,0.1709,4.77,5.522222222,62.3979,6.014,0.127678938615163
"721",2019-07-20 05:00:00,0.1704,4.82,5.461111111,62.3833,6.014,0.130709680348204
"722",2019-07-20 05:15:00,0.1732,4.86,5.422222222,62.3796,6.015,0.13636991064145
"723",2019-07-20 05:30:00,0.1749,4.88,5.377777778,62.359,6.015,0.149582123181458
"724",2019-07-20 05:45:00,0.1768,4.93,5.322222222,62.3455,6.016,0.167208883630604
"725",2019-07-20 06:00:00,0.1808,5.04,5.261111111,62.3594,6.016,0.202225507294392
"726",2019-07-20 06:15:00,0.1827,5.09,5.2,62.3267,6.017,0.169534154141977
"727",2019-07-20 06:30:00,0.1859,5.18,5.161111111,62.3134,6.017,0.222854715601592
"728",2019-07-20 06:45:00,0.1891,5.22,5.1,62.3069,6.017,0.233412872580373
"729",2019-07-20 07:00:00,0.1901,5.23,5.1,62.3127,6.017,0.228381279359736
"730",2019-07-20 07:15:00,0.193,5.25,5.1,62.2955,6.017,0.244145120940691
"731",2019-07-20 07:30:00,0.1951,5.3,5.122222222,62.3118,6.018,0.259554743222912
"732",2019-07-20 07:45:00,0.1964,5.36,5.122222222,62.307,6.017,0.261963238928117
"733",2019-07-20 08:00:00,0.1984,5.45,5.161111111,62.3134,6.017,0.26385804959771
"734",2019-07-20 08:15:00,0.2022,5.54,5.177777778,62.3186,6.016,0.278782992409007
"735",2019-07-20 08:30:00,0.2048,5.65,5.277777778,62.3231,6.015,0.292591147370138
"736",2019-07-20 08:45:00,0.2074,5.74,5.377777778,62.3144,6.014,0.317771006276879
"737",2019-07-20 09:00:00,0.2076,5.82,5.477777778,62.3353,6.009,0.295980597863136
"738",2019-07-20 09:15:00,0.2101,5.9,5.561111111,62.333,6.009,0.31264474153036
"739",2019-07-20 09:30:00,0.2118,5.99,5.638888889,62.3262,6.011,0.33296692350989
"740",2019-07-20 09:45:00,0.2152,6.09,5.738888889,62.3496,6.009,0.343915444781058
"741",2019-07-20 10:00:00,0.2152,6.16,5.861111111,62.3587,6.008,0.335041793286922
"742",2019-07-20 10:15:00,0.2174,6.24,5.961111111,62.3606,6.006,0.323366792734337
"743",2019-07-20 10:30:00,0.218,6.32,6.122222222,62.3663,5.999,0.378430493432336
"744",2019-07-20 10:45:00,0.2198,6.4,6.238888889,62.382,5.989,0.339584490683432
"745",2019-07-20 11:00:00,0.2208,6.47,6.377777778,62.4002,5.973,0.29899469664601
"746",2019-07-20 11:15:00,0.2247,6.56,6.577777778,62.4069,5.97,0.336511076474452
"747",2019-07-20 11:30:00,0.2198,6.62,6.838888889,62.4228,5.977,0.291635190238724
"748",2019-07-20 11:45:00,0.2211,6.68,7.038888889,62.4381,5.982,0.312175913725796
"749",2019-07-20 12:00:00,0.2226,6.73,7.222222222,62.4538,5.984,0.331385492846886
"750",2019-07-20 12:15:00,0.2248,6.79,7.422222222,62.4791,5.987,0.315584663659383
"751",2019-07-20 12:30:00,0.2314,6.82,7.622222222,62.4774,5.989,0.393321850736503
"752",2019-07-20 12:45:00,0.2296,6.84,7.761111111,62.4742,5.991,0.35589996499185
"753",2019-07-20 13:00:00,0.2311,6.85,7.877777778,62.4871,5.995,0.380405350766901
"754",2019-07-20 13:15:00,0.2325,6.86,8,62.4903,5.997,0.374890963018816
"755",2019-07-20 13:30:00,0.2347,6.89,8.1,62.4961,5.998,0.383643935992382
"756",2019-07-20 13:45:00,0.2372,6.91,8.261111111,62.4947,6,0.393321850736503
"757",2019-07-20 14:00:00,0.2392,6.9,8.361111111,62.4976,6.001,0.403277221471777
"758",2019-07-20 14:15:00,0.2395,6.9,8.422222222,62.4996,6.002,0.425027957506363
"759",2019-07-20 14:30:00,0.2399,6.9,8.538888889,62.5148,6.003,0.394735170742136
"760",2019-07-20 14:45:00,0.2401,6.92,8.661111111,62.5102,6.003,0.386233096908243
"761",2019-07-20 15:00:00,0.2419,6.91,8.7,62.4981,6.003,0.42481701583226
"762",2019-07-20 15:15:00,0.2442,6.91,8.722222222,62.48,6.004,0.414970989238814
"763",2019-07-20 15:30:00,0.2431,6.9,8.722222222,62.4977,6.004,0.412132989268835
"764",2019-07-20 15:45:00,0.2401,6.89,8.738888889,62.4954,6.005,0.44954336435378
"765",2019-07-20 16:00:00,0.2398,6.87,8.7,62.4901,6.005,0.421380231876332
"766",2019-07-20 16:15:00,0.2365,6.86,8.677777778,62.4885,6.003,0.422360522732959
"767",2019-07-20 16:30:00,0.2346,6.84,8.638888889,62.4408,6.003,0.395476661222512
"768",2019-07-20 16:45:00,0.2324,6.81,8.561111111,62.4575,6.001,0.396218963385426
"769",2019-07-20 17:00:00,0.2299,6.77,8.438888889,62.4367,6,0.367999884771041
"770",2019-07-20 17:15:00,0.2285,6.74,8.361111111,62.4204,5.999,0.359205152441767
"771",2019-07-20 17:30:00,0.2265,6.71,8.261111111,62.3991,5.997,0.381659217682102
"772",2019-07-20 17:45:00,0.2232,6.67,8.161111111,62.3881,5.996,0.350159541287893
"773",2019-07-20 18:00:00,0.2193,6.6,8.061111111,62.3752,5.995,0.345221139421142
"774",2019-07-20 18:15:00,0.2165,6.51,7.922222222,62.3496,5.993,0.325045076374745
"775",2019-07-20 18:30:00,0.2142,6.4,7.777777778,62.332,5.992,0.316174660528406
"776",2019-07-20 18:45:00,0.2119,6.29,7.638888889,62.318,5.991,0.303810363945625
"777",2019-07-20 19:00:00,0.2085,6.19,7.5,62.2968,5.99,0.299451294483398
"778",2019-07-20 19:15:00,0.207,6.1,7.4,62.2886,5.988,0.279876719422331
"779",2019-07-20 19:30:00,0.2049,6.02,7.277777778,62.2846,5.987,0.284831696295385
"780",2019-07-20 19:45:00,0.2041,5.93,7.177777778,62.2865,5.984,0.265708562507925
"781",2019-07-20 20:00:00,0.2019,5.86,7.077777778,62.2763,5.983,0.287830764776162
"782",2019-07-20 20:15:00,0.2002,5.8,7,62.2799,5.982,0.263067488190212
"783",2019-07-20 20:30:00,0.1991,5.73,6.9,62.2847,5.98,0.261648283232714
"784",2019-07-20 20:45:00,0.1997,5.68,6.822222222,62.272,5.978,0.260547837479223
"785",2019-07-20 21:00:00,0.1974,5.62,6.761111111,62.2736,5.976,0.238665334737598
"786",2019-07-20 21:15:00,0.197,5.56,6.677777778,62.2745,5.974,0.241494725709321
"787",2019-07-20 21:30:00,0.1965,5.51,6.622222222,62.273,5.973,0.221204943902383
"788",2019-07-20 21:45:00,0.1953,5.46,6.561111111,62.2865,5.971,0.221487177376446
"789",2019-07-20 22:00:00,0.1945,5.41,6.5,62.3137,5.969,0.230742895132005
"790",2019-07-20 22:15:00,0.1935,5.36,6.438888889,62.3151,5.968,0.218116304998679
"791",2019-07-20 22:30:00,0.1937,5.32,6.377777778,62.3117,5.966,0.209841260146637
"792",2019-07-20 22:45:00,0.1919,5.28,6.322222222,62.329,5.964,0.205203861685469
"793",2019-07-20 23:00:00,0.1924,5.24,6.261111111,62.3314,5.962,0.197009829337207
"794",2019-07-20 23:15:00,0.1922,5.21,6.222222222,62.3205,5.961,0.223469582744976
"795",2019-07-20 23:30:00,0.1923,5.19,6.138888889,62.3225,5.96,0.198315750542128
"796",2019-07-20 23:45:00,0.1922,5.16,6.1,62.3431,5.958,0.201651103799785
"797",2019-07-21 00:00:00,0.1902,5.12,6.038888889,62.3661,5.957,0.20609875930095
"798",2019-07-21 00:15:00,0.1904,5.11,5.977777778,62.3767,5.956,0.184406955155443
"799",2019-07-21 00:30:00,0.1908,5.1,5.938888889,62.3892,5.955,0.196185867699179
"800",2019-07-21 00:45:00,0.1904,5.09,5.877777778,62.3979,5.953,0.197705568480454
"801",2019-07-21 01:00:00,0.1911,5.08,5.838888889,62.4133,5.953,0.191122861982937
"802",2019-07-21 01:15:00,0.1928,5.07,5.8,62.4276,5.951,0.202446732915916
"803",2019-07-21 01:30:00,0.1939,5.06,5.761111111,62.4252,5.95,0.206726785050822
"804",2019-07-21 01:45:00,0.1931,5.05,5.722222222,62.4425,5.95,0.222382513740953
"805",2019-07-21 02:00:00,0.1937,5.02,5.7,62.4457,5.949,0.205964356236492
"806",2019-07-21 02:15:00,0.1921,5.01,5.661111111,62.4511,5.949,0.205472052736324
"807",2019-07-21 02:30:00,0.194,5.01,5.622222222,62.4354,5.949,0.205248546344504
"808",2019-07-21 02:45:00,0.1937,5,5.6,62.4358,5.947,0.205427334533937
"809",2019-07-21 03:00:00,0.1953,4.99,5.561111111,62.4254,5.947,0.220359692429838
"810",2019-07-21 03:15:00,0.1954,4.98,5.522222222,62.4232,5.947,0.226560914339111
"811",2019-07-21 03:30:00,0.1959,4.98,5.5,62.407,5.947,0.229632379149805
"812",2019-07-21 03:45:00,0.1982,5,5.477777778,62.3977,5.946,0.249451544128816
"813",2019-07-21 04:00:00,0.1991,4.97,5.438888889,62.4086,5.946,0.251645993070866
"814",2019-07-21 04:15:00,0.1992,4.96,5.422222222,62.3976,5.946,0.264702977681979
"815",2019-07-21 04:30:00,0.1984,4.95,5.361111111,62.3902,5.946,0.243092707251536
"816",2019-07-21 04:45:00,0.1989,4.95,5.338888889,62.3825,5.946,0.242692570336926
"817",2019-07-21 05:00:00,0.1983,4.93,5.322222222,62.3693,5.946,0.233023253957236
"818",2019-07-21 05:15:00,0.2006,4.92,5.277777778,62.3416,5.946,0.260181676206702
"819",2019-07-21 05:30:00,0.2003,4.92,5.261111111,62.3263,5.945,0.258668235749566
"820",2019-07-21 05:45:00,0.201,4.94,5.222222222,62.3229,5.945,0.254316321048549
"821",2019-07-21 06:00:00,0.2024,4.94,5.2,62.3152,5.946,0.271148358806943
"822",2019-07-21 06:15:00,0.2019,4.94,5.177777778,62.3228,5.946,0.267833496621404
"823",2019-07-21 06:30:00,0.2037,4.94,5.138888889,62.3011,5.946,0.271309406097414
"824",2019-07-21 06:45:00,0.2041,4.97,5.122222222,62.2954,5.946,0.277855430951919
"825",2019-07-21 07:00:00,0.2057,5.01,5.1,62.2997,5.943,0.280534241443044
"826",2019-07-21 07:15:00,0.2061,5.07,5.1,62.2956,5.945,0.300651899439546
"827",2019-07-21 07:30:00,0.2083,5.15,5.122222222,62.2944,5.945,0.329082330024523
"828",2019-07-21 07:45:00,0.2082,5.24,5.138888889,62.293,5.944,0.271577957674625
"829",2019-07-21 08:00:00,0.2084,5.32,5.177777778,62.2947,5.94,0.286884500946465
"830",2019-07-21 08:15:00,0.2099,5.44,5.238888889,62.2847,5.942,0.30162598312465
"831",2019-07-21 08:30:00,0.2102,5.53,5.3,62.2936,5.943,0.293267103312049
"832",2019-07-21 08:45:00,0.2126,5.66,5.361111111,62.2873,5.944,0.294226362032987
"833",2019-07-21 09:00:00,0.2146,5.78,5.522222222,62.3134,5.943,0.286273248850802
"834",2019-07-21 09:15:00,0.2167,5.88,5.722222222,62.2975,5.943,0.328115468934126
"835",2019-07-21 09:30:00,0.2209,6.01,5.922222222,62.3283,5.944,0.294565392011361
"836",2019-07-21 09:45:00,0.2229,6.12,6.138888889,62.3304,5.944,0.321395560831814
"837",2019-07-21 10:00:00,0.2263,6.21,6.377777778,62.3386,5.943,0.344599010540755
"838",2019-07-21 10:15:00,0.2277,6.3,6.561111111,62.3473,5.943,0.325405392390429
"839",2019-07-21 10:30:00,0.2298,6.38,6.777777778,62.3443,5.943,0.340633269380293
"840",2019-07-21 10:45:00,0.2326,6.47,7,62.3466,5.942,0.369683171820041
"841",2019-07-21 11:00:00,0.2343,6.52,7.261111111,62.3604,5.942,0.368905708575603
"842",2019-07-21 11:15:00,0.2342,6.59,7.477777778,62.3941,5.941,0.385834095337822
"843",2019-07-21 11:30:00,0.2328,6.63,7.7,62.4121,5.94,0.38225400055234
"844",2019-07-21 11:45:00,0.2332,6.66,7.9,62.4141,5.94,0.400418040286831
"845",2019-07-21 12:00:00,0.2336,6.68,8.061111111,62.4235,5.941,0.378233337174525
"846",2019-07-21 12:15:00,0.232,6.7,8.061111111,62.4401,5.941,0.356090158105475
"847",2019-07-21 12:30:00,0.2352,6.74,8.1,62.4699,5.942,0.366901727535217
"848",2019-07-21 12:45:00,0.2303,6.76,8.161111111,62.4653,5.942,0.333576373996687
"849",2019-07-21 13:00:00,0.2323,6.79,8.277777778,62.4796,5.943,0.354317390955636
"850",2019-07-21 13:15:00,0.2305,6.81,8.522222222,62.4791,5.944,0.352297816488107
"851",2019-07-21 13:30:00,0.2325,6.8,8.738888889,62.4752,5.945,0.355836582775761
"852",2019-07-21 13:45:00,0.2286,6.82,8.938888889,62.4813,5.946,0.345657032437308
"853",2019-07-21 14:00:00,0.2305,6.82,9.277777778,62.4895,5.947,0.378430493432336
"854",2019-07-21 14:15:00,0.2252,6.81,9.661111111,62.4881,5.947,0.35837715350048
"855",2019-07-21 14:30:00,0.225,6.77,9.877777778,62.4917,5.947,0.341807731907287
"856",2019-07-21 14:45:00,0.2318,6.8,10.1,62.4925,5.947,0.34709155094874
"857",2019-07-21 15:00:00,0.228,6.71,10.16111111,62.5069,5.947,0.362913098720837
"858",2019-07-21 15:15:00,0.2258,6.73,10.16111111,62.4835,5.947,0.356851521856795
"859",2019-07-21 15:30:00,0.2243,6.69,10.17777778,62.4699,5.946,0.344288197655963
"860",2019-07-21 15:45:00,0.2234,6.66,10.07777778,62.4692,5.946,0.347154000750961
"861",2019-07-21 16:00:00,0.223,6.64,9.938888889,62.4524,5.946,0.350410701673905
"862",2019-07-21 16:15:00,0.2224,6.65,9.9,62.4568,5.944,0.309546737381704
"863",2019-07-21 16:30:00,0.2224,6.61,9.777777778,62.4262,5.943,0.321097526960799
"864",2019-07-21 16:45:00,0.2212,6.59,9.677777778,62.4203,5.941,0.342798629027375
"865",2019-07-21 17:00:00,0.2194,6.58,9.6,62.4081,5.939,0.296604615537079
"866",2019-07-21 17:15:00,0.2189,6.56,9.5,62.401,5.939,0.350410701673905
"867",2019-07-21 17:30:00,0.2156,6.51,9.4,62.3921,5.939,0.307801499814377
"868",2019-07-21 17:45:00,0.2134,6.43,9.238888889,62.3875,5.938,0.304559877364582
"869",2019-07-21 18:00:00,0.2102,6.33,9.061111111,62.3615,5.939,0.297002138785317
"870",2019-07-21 18:15:00,0.2073,6.23,8.9,62.3521,5.939,0.283725894622753
"871",2019-07-21 18:30:00,0.2066,6.13,8.722222222,62.3469,5.939,0.267088547756758
"872",2019-07-21 18:45:00,0.2074,6.03,8.561111111,62.3123,5.939,0.271846676955438
"873",2019-07-21 19:00:00,0.2087,5.93,8.4,62.2965,5.937,0.284997794718868
"874",2019-07-21 19:15:00,0.2078,5.85,8.261111111,62.3104,5.936,0.299337101975599
"875",2019-07-21 19:30:00,0.207,5.78,8.122222222,62.2975,5.934,0.263383530599821
"876",2019-07-21 19:45:00,0.2055,5.7,7.977777778,62.3075,5.932,0.241295459780739
"877",2019-07-21 20:00:00,0.2052,5.63,7.861111111,62.3119,5.93,0.251492492294448
"878",2019-07-21 20:15:00,0.2041,5.56,7.722222222,62.3164,5.929,0.250930157592227
"879",2019-07-21 20:30:00,0.2036,5.49,7.6,62.338,5.927,0.229825254165472
"880",2019-07-21 20:45:00,0.2035,5.44,7.477777778,62.3335,5.926,0.231905481722457
"881",2019-07-21 21:00:00,0.2031,5.39,7.377777778,62.3237,5.925,0.22891003956148
"882",2019-07-21 21:15:00,0.2023,5.33,7.3,62.3116,5.924,0.233315428870667
"883",2019-07-21 21:30:00,0.2005,5.28,7.2,62.3298,5.922,0.239160143047667
"884",2019-07-21 21:45:00,0.1994,5.24,7.122222222,62.343,5.922,0.223753748159793
"885",2019-07-21 22:00:00,0.199,5.2,7.022222222,62.3514,5.92,0.236054048015044
"886",2019-07-21 22:15:00,0.1984,5.16,6.938888889,62.3553,5.919,0.221110921279047
"887",2019-07-21 22:30:00,0.1974,5.11,6.861111111,62.3481,5.918,0.222146664366036
"888",2019-07-21 22:45:00,0.1979,5.08,6.777777778,62.3504,5.917,0.208980464049051
"889",2019-07-21 23:00:00,0.1972,5.05,6.7,62.3676,5.916,0.209206754318682
"890",2019-07-21 23:15:00,0.1951,5.02,6.638888889,62.3853,5.915,0.200154185526667
"891",2019-07-21 23:30:00,0.1956,4.98,6.561111111,62.4,5.915,0.206009150550097
"892",2019-07-21 23:45:00,0.1943,4.95,6.5,62.4024,5.914,0.191207895869534
"893",2019-07-22 00:00:00,0.1947,4.92,6.461111111,62.4071,5.914,0.200945704940933
"894",2019-07-22 00:15:00,0.1932,4.91,6.4,62.4281,5.913,0.197792659288945
"895",2019-07-22 00:30:00,0.1948,4.89,6.338888889,62.4328,5.913,0.208889996672336
"896",2019-07-22 00:45:00,0.1945,4.87,6.277777778,62.4547,5.912,0.206457471419196
"897",2019-07-22 01:00:00,0.1948,4.85,6.238888889,62.4731,5.912,0.20382207404155
"898",2019-07-22 01:15:00,0.1938,4.82,6.2,62.4678,5.912,0.20753617931093
"899",2019-07-22 01:30:00,0.1946,4.8,6.161111111,62.4809,5.912,0.198533991038887
"900",2019-07-22 01:45:00,0.1926,4.79,6.122222222,62.4826,5.911,0.192828671266052
"901",2019-07-22 02:00:00,0.1925,4.76,6.077777778,62.4858,5.911,0.19086791714734
"902",2019-07-22 02:15:00,0.1928,4.72,6.038888889,62.4841,5.911,0.196229177080796
"903",2019-07-22 02:30:00,0.1924,4.69,6,62.4822,5.911,0.200593651648239
"904",2019-07-22 02:45:00,0.192,4.68,5.961111111,62.4756,5.911,0.180011512552434
"905",2019-07-22 03:00:00,0.1928,4.66,5.922222222,62.4606,5.911,0.197270529739225
"906",2019-07-22 03:15:00,0.1902,4.63,5.877777778,62.462,5.912,0.188163522092118
"907",2019-07-22 03:30:00,0.1896,4.62,5.861111111,62.455,5.913,0.173661486834802
"908",2019-07-22 03:45:00,0.1892,4.58,5.838888889,62.4738,5.913,0.186236711167879
"909",2019-07-22 04:00:00,0.1886,4.56,5.822222222,62.4635,5.914,0.185403394304346
"910",2019-07-22 04:15:00,0.1888,4.55,5.777777778,62.4726,5.914,0.177903143841253
"911",2019-07-22 04:30:00,0.1877,4.54,5.738888889,62.4446,5.915,0.173502899290734
"912",2019-07-22 04:45:00,0.1871,4.54,5.722222222,62.435,5.915,0.178024289125638
"913",2019-07-22 05:00:00,0.1873,4.54,5.677777778,62.4285,5.917,0.181686673731548
"914",2019-07-22 05:15:00,0.1878,4.56,5.638888889,62.4157,5.917,0.178428537490893
"915",2019-07-22 05:30:00,0.188,4.56,5.6,62.4006,5.918,0.193986158363269
"916",2019-07-22 05:45:00,0.1888,4.55,5.561111111,62.4005,5.919,0.188963522222327
"917",2019-07-22 06:00:00,0.1878,4.56,5.522222222,62.3859,5.92,0.174535631019513
"918",2019-07-22 06:15:00,0.1877,4.56,5.477777778,62.3616,5.92,0.184614227837979
"919",2019-07-22 06:30:00,0.1885,4.59,5.461111111,62.3483,5.921,0.178833456670554
"920",2019-07-22 06:45:00,0.1869,4.61,5.422222222,62.3371,5.922,0.175652877413429
"921",2019-07-22 07:00:00,0.1862,4.64,5.4,62.3158,5.923,0.170314610827683
"922",2019-07-22 07:15:00,0.1865,4.68,5.4,62.3339,5.924,0.185029276313855
"923",2019-07-22 07:30:00,0.188,4.79,5.438888889,62.3315,5.925,0.177258064535639
"924",2019-07-22 07:45:00,0.1874,4.89,5.477777778,62.3218,5.926,0.183084378782943
"925",2019-07-22 08:00:00,0.1887,4.99,5.522222222,62.3259,5.927,0.188415891008027
"926",2019-07-22 08:15:00,0.1887,5.09,5.577777778,62.3211,5.929,0.186361937671643
"927",2019-07-22 08:30:00,0.1894,5.21,5.622222222,62.329,5.929,0.185903060796621
"928",2019-07-22 08:45:00,0.192,5.37,5.777777778,62.3444,5.931,0.185944742592299
"929",2019-07-22 09:00:00,0.1953,5.5,5.977777778,62.3511,5.931,0.188752761304222
"930",2019-07-22 09:15:00,0.1953,5.62,6.122222222,62.3595,5.932,0.204000007967423
"931",2019-07-22 09:30:00,0.199,5.74,6.322222222,62.3628,5.933,0.210068187690612
"932",2019-07-22 09:45:00,0.2009,5.86,6.5,62.3629,5.933,0.217976604746
"933",2019-07-22 10:00:00,0.2029,5.94,6.638888889,62.3722,5.932,0.238615886922626
"934",2019-07-22 10:15:00,0.2064,6.07,6.838888889,62.3693,5.932,0.241544557740176
"935",2019-07-22 10:30:00,0.2081,6.14,7.022222222,62.3751,5.931,0.23234244845043
"936",2019-07-22 10:45:00,0.2106,6.21,7.177777778,62.3794,5.932,0.275897590599811
"937",2019-07-22 11:00:00,0.2103,6.27,7.3,62.3929,5.933,0.248333594606327
"938",2019-07-22 11:15:00,0.2107,6.32,7.477777778,62.3978,5.934,0.270290438510253
"939",2019-07-22 11:30:00,0.2118,6.39,7.7,62.4019,5.936,0.259554743222912
"940",2019-07-22 11:45:00,0.2118,6.44,7.838888889,62.4285,5.938,0.251032342168898
"941",2019-07-22 12:00:00,0.2126,6.48,7.977777778,62.4301,5.94,0.276386236981062
"942",2019-07-22 12:15:00,0.2098,6.53,8.122222222,62.4421,5.941,0.275355288633742
"943",2019-07-22 12:30:00,0.2126,6.56,8.3,62.4493,5.943,0.287886486442248
"944",2019-07-22 12:45:00,0.2128,6.58,8.5,62.4593,5.943,0.254419386072988
"945",2019-07-22 13:00:00,0.2138,6.61,8.638888889,62.473,5.947,0.273462514415946
"946",2019-07-22 13:15:00,0.2142,6.63,8.8,62.4977,5.949,0.290569064350138
"947",2019-07-22 13:30:00,0.2147,6.61,8.838888889,62.5036,5.951,0.278673764073854
"948",2019-07-22 13:45:00,0.2152,6.65,8.961111111,62.5065,5.952,0.258355815725908
"949",2019-07-22 14:00:00,0.214,6.67,9.238888889,62.5092,5.954,0.251799559239013
"950",2019-07-22 14:15:00,0.2153,6.66,9.477777778,62.5012,5.955,0.26044318423265
"951",2019-07-22 14:30:00,0.2147,6.63,9.6,62.4951,5.956,0.283505055196567
"952",2019-07-22 14:45:00,0.2126,6.66,9.7,62.4931,5.957,0.286884500946465
"953",2019-07-22 15:00:00,0.1993,6.64,10.17777778,62.4763,5.957,0.284333752405021
"954",2019-07-22 15:15:00,0.1987,6.62,10.13888889,62.4833,5.958,0.261543348236064
"955",2019-07-22 15:30:00,0.1985,6.61,10.07777778,62.4746,5.959,0.269273897808618
"956",2019-07-22 15:45:00,0.2,6.59,10,62.474,5.959,0.264808717679599
"957",2019-07-22 16:00:00,0.202,6.58,9.961111111,62.4671,5.959,0.266291848399418
"958",2019-07-22 16:15:00,0.2027,6.51,9.9,62.4615,5.959,0.276114700279086
"959",2019-07-22 16:30:00,0.2016,6.46,9.761111111,62.4554,5.959,0.260233963369997
"960",2019-07-22 16:45:00,0.2007,6.41,9.622222222,62.4486,5.96,0.263330840955776
"961",2019-07-22 17:00:00,0.1995,6.35,9.5,62.4441,5.96,0.254264793545774
"962",2019-07-22 17:15:00,0.1989,6.29,9.377777778,62.4347,5.96,0.235808673074903
"963",2019-07-22 17:30:00,0.1986,6.23,9.238888889,62.43,5.959,0.24676381804812
"964",2019-07-22 17:45:00,0.1983,6.16,9.1,62.4228,5.959,0.220922951919927
"965",2019-07-22 18:00:00,0.1978,6.08,8.977777778,62.4045,5.96,0.235269439484014
"966",2019-07-22 18:15:00,0.1972,5.99,8.861111111,62.3885,5.96,0.222760223417382
"967",2019-07-22 18:30:00,0.1971,5.87,8.738888889,62.3895,5.96,0.214273584433365
"968",2019-07-22 18:45:00,0.1968,5.78,8.622222222,62.3805,5.96,0.225273378675428
"969",2019-07-22 19:00:00,0.1958,5.69,8.5,62.3668,5.961,0.216212319722885
"970",2019-07-22 19:15:00,0.1959,5.6,8.4,62.3645,5.961,0.218535763432498
"971",2019-07-22 19:30:00,0.1966,5.52,8.277777778,62.3691,5.959,0.205382627424757
"972",2019-07-22 19:45:00,0.1953,5.45,8.2,62.3554,5.958,0.19562350289272
"973",2019-07-22 20:00:00,0.1959,5.4,8.1,62.3402,5.958,0.19493291559148
"974",2019-07-22 20:15:00,0.1951,5.33,8.022222222,62.3371,5.956,0.183496945241569
"975",2019-07-22 20:30:00,0.1945,5.27,7.938888889,62.3324,5.955,0.187072711289036
"976",2019-07-22 20:45:00,0.1949,5.21,7.877777778,62.3312,5.954,0.173701149518851
"977",2019-07-22 21:00:00,0.1948,5.13,7.8,62.3494,5.953,0.187072711289036
"978",2019-07-22 21:15:00,0.1946,5.09,7.722222222,62.3656,5.953,0.174934043295488
"979",2019-07-22 21:30:00,0.1945,5.06,7.638888889,62.3769,5.952,0.172435247524705
"980",2019-07-22 21:45:00,0.1981,5.09,7.538888889,62.3762,5.951,0.18615325628017
"981",2019-07-22 22:00:00,0.2037,5.15,7.422222222,62.3856,5.951,0.226513141667828
"982",2019-07-22 22:15:00,0.2119,5.25,7.3,62.4005,5.951,0.286495429912379
"983",2019-07-22 22:30:00,0.2189,5.3,7.2,62.4158,5.95,0.30254454534099
"984",2019-07-22 22:45:00,0.2187,5.23,7.161111111,62.4208,5.95,0.292647439217286
"985",2019-07-22 23:00:00,0.2205,5.17,7.122222222,62.4392,5.95,0.316588060947553
"986",2019-07-22 23:15:00,0.2237,5.12,7.077777778,62.4444,5.95,0.31276201987521
"987",2019-07-22 23:30:00,0.224,5.05,7.022222222,62.4515,5.951,0.329687487304386
"988",2019-07-22 23:45:00,0.2256,5,6.977777778,62.4714,5.951,0.314583210809666
"989",2019-07-23 00:00:00,0.2259,4.95,6.938888889,62.4741,5.952,0.305773019833032
"990",2019-07-23 00:15:00,0.2292,4.9,6.877777778,62.4967,5.952,0.339707773656995
"991",2019-07-23 00:30:00,0.23,4.86,6.838888889,62.5098,5.953,0.3508504859929
"992",2019-07-23 00:45:00,0.2298,4.84,6.777777778,62.5056,5.953,0.333454432625623
"993",2019-07-23 01:00:00,0.2302,4.81,6.738888889,62.5191,5.954,0.326909313434245
"994",2019-07-23 01:15:00,0.2297,4.78,6.7,62.5323,5.955,0.346716986880859
"995",2019-07-23 01:30:00,0.2304,4.77,6.638888889,62.5503,5.956,0.332175644323472
"996",2019-07-23 01:45:00,0.2284,4.75,6.6,62.5426,5.957,0.34032460310226
"997",2019-07-23 02:00:00,0.2275,4.71,6.561111111,62.5402,5.957,0.298367579817931
"998",2019-07-23 02:15:00,0.2271,4.69,6.5,62.5536,5.958,0.328840453754888
"999",2019-07-23 02:30:00,0.2254,4.68,6.438888889,62.5496,5.959,0.320382932235406
"1000",2019-07-23 02:45:00,0.2231,4.67,6.4,62.55,5.96,0.333698348180525
"1001",2019-07-23 03:00:00,0.2215,4.66,6.338888889,62.5507,5.961,0.323306946480348
"1002",2019-07-23 03:15:00,0.2196,4.64,6.3,62.5535,5.962,0.313348796839031
"1003",2019-07-23 03:30:00,0.2189,4.63,6.238888889,62.5444,5.964,0.282402473435715
"1004",2019-07-23 03:45:00,0.2187,4.63,6.177777778,62.5613,5.965,0.289169958057264
"1005",2019-07-23 04:00:00,0.2154,4.63,6.138888889,62.5583,5.967,0.319550455378913
"1006",2019-07-23 04:15:00,0.2136,4.62,6.1,62.5411,5.968,0.290625120205389
"1007",2019-07-23 04:30:00,0.2123,4.63,6.038888889,62.5282,5.97,0.290793311529164
"1008",2019-07-23 04:45:00,0.2107,4.62,6,62.5115,5.971,0.279110827698904
"1009",2019-07-23 05:00:00,0.2103,4.62,5.961111111,62.4971,5.972,0.269487701823259
