"","PosixCT","Day","Sample","X12CO2","Delta_Raw_iCO2"
"349",2019-08-09 14:42:09,"Aug09","ecu1",395.56880493,-20.916503041
"350",2019-08-09 14:42:10,"Aug09","ecu1",395.54851264,-20.916503041
"351",2019-08-09 14:42:10,"Aug09","ecu1",395.54851264,-23.962660186
"352",2019-08-09 14:42:11,"Aug09","ecu1",395.54851264,-23.962660186
"353",2019-08-09 14:42:12,"Aug09","ecu1",395.54851264,-23.962660186
"354",2019-08-09 14:42:13,"Aug09","ecu1",395.08370048,-23.962660186
"355",2019-08-09 14:42:14,"Aug09","ecu1",395.08370048,-20.298120155
"356",2019-08-09 14:42:15,"Aug09","ecu1",395.08370048,-20.298120155
"357",2019-08-09 14:42:16,"Aug09","ecu1",395.08370048,-20.298120155
"358",2019-08-09 14:42:17,"Aug09","ecu1",395.35355036,-20.298120155
"359",2019-08-09 14:42:17,"Aug09","ecu1",395.35355036,-19.863922587
"360",2019-08-09 14:42:18,"Aug09","ecu1",395.35355036,-19.863922587
"361",2019-08-09 14:42:19,"Aug09","ecu1",395.35355036,-19.863922587
"362",2019-08-09 14:42:20,"Aug09","ecu1",395.02876725,-19.863922587
"363",2019-08-09 14:42:21,"Aug09","ecu1",395.02876725,-17.482125987
"364",2019-08-09 14:42:22,"Aug09","ecu1",395.02876725,-17.482125987
"365",2019-08-09 14:42:23,"Aug09","ecu1",395.02876725,-17.482125987
"366",2019-08-09 14:42:24,"Aug09","ecu1",395.34885746,-17.482125987
"367",2019-08-09 14:42:24,"Aug09","ecu1",395.34885746,-19.451365911
"368",2019-08-09 14:42:25,"Aug09","ecu1",395.34885746,-19.451365911
"369",2019-08-09 14:42:26,"Aug09","ecu1",395.34885746,-19.451365911
"370",2019-08-09 14:42:27,"Aug09","ecu1",394.66404076,-19.451365911
"371",2019-08-09 14:42:28,"Aug09","ecu1",394.66404076,-21.152161108
"372",2019-08-09 14:42:29,"Aug09","ecu1",394.66404076,-21.152161108
"373",2019-08-09 14:42:30,"Aug09","ecu1",394.66404076,-21.152161108
"374",2019-08-09 14:42:31,"Aug09","ecu1",395.17684321,-21.152161108
"375",2019-08-09 14:42:31,"Aug09","ecu1",395.17684321,-21.605196815
"376",2019-08-09 14:42:32,"Aug09","ecu1",395.17684321,-21.605196815
"377",2019-08-09 14:42:34,"Aug09","ecu1",395.17684321,-21.605196815
"378",2019-08-09 14:42:34,"Aug09","ecu1",394.52528972,-21.605196815
"379",2019-08-09 14:42:35,"Aug09","ecu1",394.52528972,-20.757207856
"380",2019-08-09 14:42:36,"Aug09","ecu1",394.52528972,-20.757207856
"381",2019-08-09 14:42:37,"Aug09","ecu1",394.52528972,-20.757207856
"382",2019-08-09 14:42:38,"Aug09","ecu1",394.46534928,-20.757207856
"383",2019-08-09 14:42:38,"Aug09","ecu1",394.46534928,-19.566742233
"384",2019-08-09 14:42:39,"Aug09","ecu1",394.46534928,-19.566742233
"385",2019-08-09 14:42:41,"Aug09","ecu1",394.46534928,-19.566742233
"386",2019-08-09 14:42:41,"Aug09","ecu1",394.7490528,-19.566742233
"387",2019-08-09 14:42:42,"Aug09","ecu1",394.7490528,-18.10151236
"388",2019-08-09 14:42:43,"Aug09","ecu1",394.7490528,-18.10151236
"389",2019-08-09 14:42:44,"Aug09","ecu1",394.7490528,-18.10151236
"390",2019-08-09 14:42:45,"Aug09","ecu1",394.73545311,-18.10151236
"391",2019-08-09 14:42:45,"Aug09","ecu1",394.73545311,-21.243837235
"392",2019-08-09 14:42:46,"Aug09","ecu1",394.73545311,-21.243837235
"393",2019-08-09 14:42:47,"Aug09","ecu1",394.73545311,-21.243837235
"394",2019-08-09 14:42:48,"Aug09","ecu1",394.1558878,-21.243837235
"395",2019-08-09 14:42:49,"Aug09","ecu1",394.1558878,-20.146232743
"396",2019-08-09 14:42:50,"Aug09","ecu1",394.1558878,-20.146232743
"397",2019-08-09 14:42:51,"Aug09","ecu1",394.1558878,-20.146232743
"398",2019-08-09 16:11:27,"Aug09","ecu2",2493.2283376,-23.683262011
"399",2019-08-09 16:11:28,"Aug09","ecu2",2493.2283376,-23.683262011
"400",2019-08-09 16:11:29,"Aug09","ecu2",2493.2283376,-23.683262011
"401",2019-08-09 16:11:29,"Aug09","ecu2",3185.4176505,-23.683262011
"402",2019-08-09 16:11:30,"Aug09","ecu2",3185.4176505,-24.059086474
"403",2019-08-09 16:11:31,"Aug09","ecu2",3185.4176505,-24.059086474
"404",2019-08-09 16:11:32,"Aug09","ecu2",3185.4176505,-24.059086474
"405",2019-08-09 16:11:33,"Aug09","ecu2",3620.2031219,-24.059086474
"406",2019-08-09 16:11:33,"Aug09","ecu2",3620.2031219,-23.779888544
"407",2019-08-09 16:11:35,"Aug09","ecu2",3620.2031219,-23.779888544
"408",2019-08-09 16:11:36,"Aug09","ecu2",3620.2031219,-23.779888544
"409",2019-08-09 16:11:36,"Aug09","ecu2",3725.687554,-23.779888544
"410",2019-08-09 16:11:37,"Aug09","ecu2",3725.687554,-22.749153121
"411",2019-08-09 16:11:38,"Aug09","ecu2",3725.687554,-22.749153121
"412",2019-08-09 16:11:39,"Aug09","ecu2",3725.687554,-22.749153121
"413",2019-08-09 16:11:40,"Aug09","ecu2",3699.5859091,-22.749153121
"414",2019-08-09 16:11:40,"Aug09","ecu2",3699.5859091,-22.940524126
"415",2019-08-09 16:11:42,"Aug09","ecu2",3699.5859091,-22.940524126
"416",2019-08-09 16:11:43,"Aug09","ecu2",3699.5859091,-22.940524126
"417",2019-08-09 16:11:44,"Aug09","ecu2",3740.6312743,-22.940524126
"418",2019-08-09 16:11:44,"Aug09","ecu2",3740.6312743,-23.768588055
"419",2019-08-09 16:11:45,"Aug09","ecu2",3740.6312743,-23.768588055
"420",2019-08-09 16:11:47,"Aug09","ecu2",3740.6312743,-23.768588055
"421",2019-08-09 16:11:47,"Aug09","ecu2",3780.7664975,-23.768588055
"422",2019-08-09 16:11:48,"Aug09","ecu2",3780.7664975,-24.037092216
"423",2019-08-09 16:11:49,"Aug09","ecu2",3780.7664975,-24.037092216
"424",2019-08-09 16:11:50,"Aug09","ecu2",3780.7664975,-24.037092216
"425",2019-08-09 16:11:51,"Aug09","ecu2",3777.6198129,-24.037092216
"426",2019-08-09 16:11:51,"Aug09","ecu2",3777.6198129,-24.483615088
"427",2019-08-09 16:11:52,"Aug09","ecu2",3777.6198129,-24.483615088
"428",2019-08-09 16:11:54,"Aug09","ecu2",3777.6198129,-24.483615088
"429",2019-08-09 16:11:54,"Aug09","ecu2",3680.7963227,-24.483615088
"430",2019-08-09 16:11:55,"Aug09","ecu2",3680.7963227,-23.226224473
"431",2019-08-09 16:11:56,"Aug09","ecu2",3680.7963227,-23.226224473
"432",2019-08-09 16:11:57,"Aug09","ecu2",3680.7963227,-23.226224473
"433",2019-08-09 16:11:58,"Aug09","ecu2",3448.5115035,-23.226224473
"434",2019-08-09 16:11:58,"Aug09","ecu2",3448.5115035,-23.64081016
"435",2019-08-09 16:11:59,"Aug09","ecu2",3448.5115035,-23.64081016
"436",2019-08-09 16:12:01,"Aug09","ecu2",3448.5115035,-23.64081016
"437",2019-08-09 16:12:01,"Aug09","ecu2",3079.6313357,-23.64081016
"438",2019-08-09 16:12:02,"Aug09","ecu2",3079.6313357,-22.780743982
"439",2019-08-09 16:12:03,"Aug09","ecu2",3079.6313357,-22.780743982
"440",2019-08-09 16:12:04,"Aug09","ecu2",3079.6313357,-22.780743982
"441",2019-08-09 16:12:05,"Aug09","ecu2",2646.1306877,-22.780743982
"442",2019-08-09 16:12:05,"Aug09","ecu2",2646.1306877,-22.83280625
"443",2019-08-09 16:12:06,"Aug09","ecu2",2646.1306877,-22.83280625
"444",2019-08-09 16:12:08,"Aug09","ecu2",2646.1306877,-22.83280625
"445",2019-08-09 16:12:08,"Aug09","ecu2",2214.9517458,-22.83280625
"446",2019-08-09 16:12:09,"Aug09","ecu2",2214.9517458,-21.845078997
"447",2019-08-09 16:12:10,"Aug09","ecu2",2214.9517458,-21.845078997
"448",2019-08-09 16:12:11,"Aug09","ecu2",2214.9517458,-21.845078997
"449",2019-08-09 16:12:12,"Aug09","ecu2",1833.9055642,-21.845078997
"450",2019-08-09 16:12:12,"Aug09","ecu2",1833.9055642,-21.178672509
"451",2019-08-09 16:12:13,"Aug09","ecu2",1833.9055642,-21.178672509
"452",2019-08-09 16:12:15,"Aug09","ecu2",1833.9055642,-21.178672509
"453",2019-08-09 16:12:15,"Aug09","ecu2",1519.9427881,-21.178672509
"454",2019-08-09 16:12:16,"Aug09","ecu2",1519.9427881,-19.521139897
"455",2019-08-09 16:12:17,"Aug09","ecu2",1519.9427881,-19.521139897
"456",2019-08-09 16:12:18,"Aug09","ecu2",1519.9427881,-19.521139897
"457",2019-08-13 20:44:01,"Aug13","ecu3",507.76369814,-21.154989774
"458",2019-08-13 20:44:02,"Aug13","ecu3",507.76369814,-21.154989774
"459",2019-08-13 20:44:03,"Aug13","ecu3",507.76369814,-21.154989774
"460",2019-08-13 20:44:04,"Aug13","ecu3",484.07712821,-21.154989774
"461",2019-08-13 20:44:04,"Aug13","ecu3",484.07712821,-18.904488564
"462",2019-08-13 20:44:05,"Aug13","ecu3",484.07712821,-18.904488564
"463",2019-08-13 20:44:07,"Aug13","ecu3",484.07712821,-18.904488564
"464",2019-08-13 20:44:07,"Aug13","ecu3",462.75179278,-18.904488564
"465",2019-08-13 20:44:08,"Aug13","ecu3",462.75179278,-21.788226534
"466",2019-08-13 20:44:09,"Aug13","ecu3",462.75179278,-21.788226534
"467",2019-08-13 20:44:10,"Aug13","ecu3",462.75179278,-21.788226534
"468",2019-08-13 20:44:11,"Aug13","ecu3",445.59906651,-21.788226534
"469",2019-08-13 20:44:11,"Aug13","ecu3",445.59906651,-23.278342962
"470",2019-08-13 20:44:12,"Aug13","ecu3",445.59906651,-23.278342962
"471",2019-08-13 20:44:14,"Aug13","ecu3",445.59906651,-23.278342962
"472",2019-08-13 20:44:14,"Aug13","ecu3",431.71022156,-23.278342962
"473",2019-08-13 20:44:15,"Aug13","ecu3",431.71022156,-21.7416176
"474",2019-08-13 20:44:16,"Aug13","ecu3",431.71022156,-21.7416176
"475",2019-08-13 20:44:17,"Aug13","ecu3",431.71022156,-21.7416176
"476",2019-08-13 20:44:18,"Aug13","ecu3",421.76574148,-21.7416176
"477",2019-08-13 20:44:18,"Aug13","ecu3",421.76574148,-22.52758066
"478",2019-08-13 20:44:19,"Aug13","ecu3",421.76574148,-22.52758066
"479",2019-08-13 20:44:21,"Aug13","ecu3",421.76574148,-22.52758066
"480",2019-08-13 20:44:21,"Aug13","ecu3",413.87853218,-22.52758066
"481",2019-08-13 20:44:22,"Aug13","ecu3",413.87853218,-19.386994124
"482",2019-08-13 20:44:23,"Aug13","ecu3",413.87853218,-19.386994124
"483",2019-08-13 20:44:24,"Aug13","ecu3",413.87853218,-19.386994124
"484",2019-08-13 20:44:25,"Aug13","ecu3",408.14895136,-19.386994124
"485",2019-08-13 20:44:25,"Aug13","ecu3",408.14895136,-22.323924199
"486",2019-08-13 20:44:26,"Aug13","ecu3",408.14895136,-22.323924199
"487",2019-08-13 20:44:28,"Aug13","ecu3",408.14895136,-22.323924199
"488",2019-08-13 20:44:28,"Aug13","ecu3",403.77033085,-22.323924199
"489",2019-08-13 20:44:29,"Aug13","ecu3",403.77033085,-23.840015238
"490",2019-08-13 20:44:30,"Aug13","ecu3",403.77033085,-23.840015238
"491",2019-08-13 20:44:31,"Aug13","ecu3",403.77033085,-23.840015238
"492",2019-08-13 20:44:32,"Aug13","ecu3",400.74723967,-23.840015238
"493",2019-08-13 20:44:32,"Aug13","ecu3",400.74723967,-24.451461658
"494",2019-08-13 20:44:33,"Aug13","ecu3",400.74723967,-24.451461658
"495",2019-08-13 20:44:35,"Aug13","ecu3",400.74723967,-24.451461658
"496",2019-08-13 20:44:35,"Aug13","ecu3",398.55417662,-24.451461658
"497",2019-08-13 20:44:36,"Aug13","ecu3",398.55417662,-24.5302585
"498",2019-08-13 20:44:37,"Aug13","ecu3",398.55417662,-24.5302585
"499",2019-08-13 20:44:38,"Aug13","ecu3",398.55417662,-24.5302585
"500",2019-08-13 20:44:39,"Aug13","ecu3",396.80831848,-24.5302585
"501",2019-08-13 20:44:39,"Aug13","ecu3",396.80831848,-26.249489881
"502",2019-08-13 20:44:40,"Aug13","ecu3",396.80831848,-26.249489881
"503",2019-08-13 20:44:42,"Aug13","ecu3",396.80831848,-26.249489881
"504",2019-08-13 20:44:42,"Aug13","ecu3",395.13194805,-26.249489881
"505",2019-08-13 20:44:43,"Aug13","ecu3",395.13194805,-24.949043825
"506",2019-08-13 20:44:44,"Aug13","ecu3",395.13194805,-24.949043825
"507",2019-08-13 20:44:45,"Aug13","ecu3",395.13194805,-24.949043825
"508",2019-08-13 20:44:46,"Aug13","ecu3",394.86044954,-24.949043825
"509",2019-08-13 20:44:46,"Aug13","ecu3",394.86044954,-26.652659935
"510",2019-08-13 20:44:48,"Aug13","ecu3",394.86044954,-26.652659935
"511",2019-08-13 20:44:49,"Aug13","ecu3",394.86044954,-26.652659935
"512",2019-08-13 20:44:49,"Aug13","ecu3",394.00486296,-26.652659935
"513",2019-08-13 20:44:50,"Aug13","ecu3",394.00486296,-23.764728557
"514",2019-08-13 20:44:51,"Aug13","ecu3",394.00486296,-23.764728557
"515",2019-08-13 20:44:52,"Aug13","ecu3",394.00486296,-23.764728557
"516",2019-08-13 20:44:53,"Aug13","ecu3",393.46938873,-23.764728557
"517",2019-08-13 20:44:53,"Aug13","ecu3",393.46938873,-23.912226744
"518",2019-08-13 20:44:55,"Aug13","ecu3",393.46938873,-23.912226744
"519",2019-08-13 20:44:56,"Aug13","ecu3",393.46938873,-23.912226744
"520",2019-08-13 20:44:56,"Aug13","ecu3",393.24952766,-23.912226744
"521",2019-08-13 20:44:57,"Aug13","ecu3",393.24952766,-23.164498081
"522",2019-08-13 20:44:58,"Aug13","ecu3",393.24952766,-23.164498081
"523",2019-08-13 20:44:59,"Aug13","ecu3",393.24952766,-23.164498081
"524",2019-08-13 20:45:00,"Aug13","ecu3",392.76238028,-23.164498081
"525",2019-08-13 20:45:00,"Aug13","ecu3",392.76238028,-23.578986584
"526",2019-08-13 20:45:02,"Aug13","ecu3",392.76238028,-23.578986584
"527",2019-08-13 20:45:03,"Aug13","ecu3",392.76238028,-23.578986584
"528",2019-08-13 20:45:03,"Aug13","ecu3",392.97067074,-23.578986584
"529",2019-08-13 20:45:04,"Aug13","ecu3",392.97067074,-23.251050803
"530",2019-08-13 20:45:05,"Aug13","ecu3",392.97067074,-23.251050803
"531",2019-08-13 20:45:06,"Aug13","ecu3",392.97067074,-23.251050803
"532",2019-08-13 20:45:07,"Aug13","ecu3",392.4386023,-23.251050803
"533",2019-08-13 20:45:07,"Aug13","ecu3",392.4386023,-24.473460281
"534",2019-08-13 20:45:09,"Aug13","ecu3",392.4386023,-24.473460281
"535",2019-08-13 20:45:10,"Aug13","ecu3",392.4386023,-24.473460281
"536",2019-08-13 20:45:10,"Aug13","ecu3",392.29126086,-24.473460281
"537",2019-08-13 20:45:11,"Aug13","ecu3",392.29126086,-22.615880321
"538",2019-08-13 20:45:12,"Aug13","ecu3",392.29126086,-22.615880321
"539",2019-08-13 20:45:13,"Aug13","ecu3",392.29126086,-22.615880321
"540",2019-08-13 20:45:14,"Aug13","ecu3",392.38384784,-22.615880321
"541",2019-08-13 20:45:14,"Aug13","ecu3",392.38384784,-26.414095312
"542",2019-08-13 20:45:16,"Aug13","ecu3",392.38384784,-26.414095312
"543",2019-08-13 20:45:17,"Aug13","ecu3",392.38384784,-26.414095312
"544",2019-08-13 20:45:17,"Aug13","ecu3",392.08991242,-26.414095312
"545",2019-08-13 20:45:18,"Aug13","ecu3",392.08991242,-23.134000597
"546",2019-08-13 20:45:19,"Aug13","ecu3",392.08991242,-23.134000597
"547",2019-08-13 20:45:20,"Aug13","ecu3",392.08991242,-23.134000597
"548",2019-08-13 20:45:21,"Aug13","ecu3",392.00922002,-23.134000597
"549",2019-08-13 20:45:21,"Aug13","ecu3",392.00922002,-20.443547908
"550",2019-08-13 20:45:23,"Aug13","ecu3",392.00922002,-20.443547908
"551",2019-08-13 20:45:24,"Aug13","ecu3",392.00922002,-20.443547908
"552",2019-08-13 20:45:24,"Aug13","ecu3",392.41469634,-20.443547908
"553",2019-08-13 20:45:25,"Aug13","ecu3",392.41469634,-25.097218976
"554",2019-08-13 20:45:26,"Aug13","ecu3",392.41469634,-25.097218976
"555",2019-08-13 20:45:27,"Aug13","ecu3",392.41469634,-25.097218976
"556",2019-08-13 20:45:28,"Aug13","ecu3",391.90597356,-25.097218976
"557",2019-08-13 20:45:28,"Aug13","ecu3",391.90597356,-22.645478035
"558",2019-08-13 20:45:30,"Aug13","ecu3",391.90597356,-22.645478035
"559",2019-08-13 20:45:31,"Aug13","ecu3",391.90597356,-22.645478035
"560",2019-08-13 20:45:31,"Aug13","ecu3",392.22182444,-22.645478035
"561",2019-08-13 20:45:32,"Aug13","ecu3",392.22182444,-24.567422641
"562",2019-08-13 20:45:33,"Aug13","ecu3",392.22182444,-24.567422641
"563",2019-08-13 20:45:34,"Aug13","ecu3",392.22182444,-24.567422641
"564",2019-08-13 20:45:35,"Aug13","ecu3",392.28451335,-24.567422641
"565",2019-08-13 20:45:35,"Aug13","ecu3",392.28451335,-20.928388712
"566",2019-08-13 20:45:37,"Aug13","ecu3",392.28451335,-20.928388712
"567",2019-08-13 20:45:38,"Aug13","ecu3",392.28451335,-20.928388712
"568",2019-08-13 20:45:38,"Aug13","ecu3",392.17782391,-20.928388712
"569",2019-08-13 20:45:39,"Aug13","ecu3",392.17782391,-23.557506684
"570",2019-08-13 20:45:40,"Aug13","ecu3",392.17782391,-23.557506684
"571",2019-08-13 20:45:41,"Aug13","ecu3",392.17782391,-23.557506684
"572",2019-08-13 20:45:42,"Aug13","ecu3",392.25284927,-23.557506684
"573",2019-08-13 20:45:42,"Aug13","ecu3",392.25284927,-24.897910304
"574",2019-08-13 20:45:44,"Aug13","ecu3",392.25284927,-24.897910304
"575",2019-08-13 20:45:45,"Aug13","ecu3",392.25284927,-24.897910304
"576",2019-08-13 20:45:45,"Aug13","ecu3",392.76797165,-24.897910304
"577",2019-08-13 20:45:46,"Aug13","ecu3",392.76797165,-27.379023017
"578",2019-08-13 20:45:47,"Aug13","ecu3",392.76797165,-27.379023017
"579",2019-08-13 20:45:48,"Aug13","ecu3",392.76797165,-27.379023017
"580",2019-08-13 20:45:49,"Aug13","ecu3",392.27901265,-27.379023017
"581",2019-08-13 20:45:49,"Aug13","ecu3",392.27901265,-22.045968787
"582",2019-08-13 20:45:51,"Aug13","ecu3",392.27901265,-22.045968787
"583",2019-08-13 20:45:52,"Aug13","ecu3",392.27901265,-22.045968787
"584",2019-08-13 20:45:52,"Aug13","ecu3",392.49944548,-22.045968787
"585",2019-08-13 20:45:53,"Aug13","ecu3",392.49944548,-26.804431212
"586",2019-08-13 20:45:54,"Aug13","ecu3",392.49944548,-26.804431212
"587",2019-08-13 20:45:55,"Aug13","ecu3",392.49944548,-26.804431212
"588",2019-08-13 20:45:56,"Aug13","ecu3",392.4842782,-26.804431212
"589",2019-08-13 20:45:57,"Aug13","ecu3",392.4842782,-28.400181819
"590",2019-08-13 20:45:58,"Aug13","ecu3",392.4842782,-28.400181819
"591",2019-08-13 20:45:59,"Aug13","ecu3",392.4842782,-28.400181819
"592",2019-08-13 20:46:00,"Aug13","ecu3",392.85520761,-28.400181819
"593",2019-08-13 20:46:00,"Aug13","ecu3",392.85520761,-26.863651589
"594",2019-08-13 20:46:01,"Aug13","ecu3",392.85520761,-26.863651589
"595",2019-08-13 20:46:02,"Aug13","ecu3",392.85520761,-26.863651589
"596",2019-08-13 20:46:03,"Aug13","ecu3",392.76779961,-26.863651589
"597",2019-08-13 20:46:04,"Aug13","ecu3",392.76779961,-22.803857185
"598",2019-08-13 20:46:05,"Aug13","ecu3",392.76779961,-22.803857185
"599",2019-08-13 20:46:06,"Aug13","ecu3",392.76779961,-22.803857185
"600",2019-08-13 20:46:07,"Aug13","ecu3",392.43964209,-22.803857185
"601",2019-08-13 20:46:07,"Aug13","ecu3",392.43964209,-23.958628292
"602",2019-08-13 20:46:08,"Aug13","ecu3",392.43964209,-23.958628292
"603",2019-08-13 20:46:09,"Aug13","ecu3",392.43964209,-23.958628292
"604",2019-08-13 20:46:10,"Aug13","ecu3",392.22602047,-23.958628292
"605",2019-08-13 20:46:11,"Aug13","ecu3",392.22602047,-22.218089756
"606",2019-08-13 20:46:12,"Aug13","ecu3",392.22602047,-22.218089756
"607",2019-08-13 20:46:13,"Aug13","ecu3",392.22602047,-22.218089756
"608",2019-08-13 20:46:14,"Aug13","ecu3",392.65456517,-22.218089756
"609",2019-08-13 20:46:14,"Aug13","ecu3",392.65456517,-28.153633538
"610",2019-08-13 20:46:15,"Aug13","ecu3",392.65456517,-28.153633538
"611",2019-08-13 20:46:16,"Aug13","ecu3",392.65456517,-28.153633538
"612",2019-08-13 20:46:17,"Aug13","ecu3",392.53757247,-28.153633538
"613",2019-08-13 20:46:18,"Aug13","ecu3",392.53757247,-21.71585638
"614",2019-08-13 20:46:19,"Aug13","ecu3",392.53757247,-21.71585638
"615",2019-08-13 20:46:20,"Aug13","ecu3",392.53757247,-21.71585638
"616",2019-08-13 20:46:21,"Aug13","ecu3",392.07946069,-21.71585638
"617",2019-08-13 20:46:21,"Aug13","ecu3",392.07946069,-20.539594048
"618",2019-08-13 20:46:22,"Aug13","ecu3",392.07946069,-20.539594048
"619",2019-08-13 20:46:24,"Aug13","ecu3",392.07946069,-20.539594048
"620",2019-08-13 20:46:24,"Aug13","ecu3",392.30085898,-20.539594048
"621",2019-08-13 20:46:25,"Aug13","ecu3",392.30085898,-23.932835334
"622",2019-08-13 20:46:26,"Aug13","ecu3",392.30085898,-23.932835334
"623",2019-08-13 20:46:27,"Aug13","ecu3",392.30085898,-23.932835334
"624",2019-08-13 20:46:28,"Aug13","ecu3",392.34162531,-23.932835334
"625",2019-08-13 20:46:28,"Aug13","ecu3",392.34162531,-25.135542114
"626",2019-08-13 20:46:29,"Aug13","ecu3",392.34162531,-25.135542114
"627",2019-08-13 20:46:31,"Aug13","ecu3",392.34162531,-25.135542114
"628",2019-08-13 20:46:31,"Aug13","ecu3",392.09698274,-25.135542114
"629",2019-08-13 20:46:32,"Aug13","ecu3",392.09698274,-27.180883428
"630",2019-08-13 20:46:33,"Aug13","ecu3",392.09698274,-27.180883428
"631",2019-08-13 20:46:34,"Aug13","ecu3",392.09698274,-27.180883428
"632",2019-08-13 20:46:35,"Aug13","ecu3",392.20876575,-27.180883428
"633",2019-08-13 20:46:35,"Aug13","ecu3",392.20876575,-22.785853217
"634",2019-08-13 20:46:36,"Aug13","ecu3",392.20876575,-22.785853217
"635",2019-08-13 20:46:38,"Aug13","ecu3",392.20876575,-22.785853217
"636",2019-08-13 20:46:38,"Aug13","ecu3",391.96859602,-22.785853217
"637",2019-08-13 20:46:39,"Aug13","ecu3",391.96859602,-25.691995994
"638",2019-08-13 20:46:40,"Aug13","ecu3",391.96859602,-25.691995994
"639",2019-08-13 20:46:41,"Aug13","ecu3",391.96859602,-25.691995994
"640",2019-08-13 20:46:42,"Aug13","ecu3",392.40660577,-25.691995994
"641",2019-08-13 20:46:42,"Aug13","ecu3",392.40660577,-24.585330366
"642",2019-08-13 20:46:43,"Aug13","ecu3",392.40660577,-24.585330366
"643",2019-08-13 20:46:45,"Aug13","ecu3",392.40660577,-24.585330366
"644",2019-08-13 20:46:45,"Aug13","ecu3",392.57877895,-24.585330366
"645",2019-08-13 20:46:46,"Aug13","ecu3",392.57877895,-28.384668672
"646",2019-08-13 20:46:47,"Aug13","ecu3",392.57877895,-28.384668672
"647",2019-08-13 20:46:48,"Aug13","ecu3",392.57877895,-28.384668672
"648",2019-08-13 20:46:49,"Aug13","ecu3",392.83487055,-28.384668672
"649",2019-08-13 20:46:49,"Aug13","ecu3",392.83487055,-23.177274685
"650",2019-08-13 20:46:51,"Aug13","ecu3",392.83487055,-23.177274685
"651",2019-08-13 20:46:52,"Aug13","ecu3",392.83487055,-23.177274685
"652",2019-08-13 20:46:52,"Aug13","ecu3",392.4219756,-23.177274685
"653",2019-08-13 20:46:53,"Aug13","ecu3",392.4219756,-27.286119987
"654",2019-08-13 20:46:54,"Aug13","ecu3",392.4219756,-27.286119987
"655",2019-08-13 20:46:55,"Aug13","ecu3",392.4219756,-27.286119987
"656",2019-08-13 20:46:56,"Aug13","ecu3",392.43117173,-27.286119987
"657",2019-08-13 20:46:56,"Aug13","ecu3",392.43117173,-28.336423579
"658",2019-08-13 20:46:58,"Aug13","ecu3",392.43117173,-28.336423579
"659",2019-08-13 20:46:59,"Aug13","ecu3",392.43117173,-28.336423579
"660",2019-08-13 20:46:59,"Aug13","ecu3",392.06828922,-28.336423579
"661",2019-08-13 20:47:00,"Aug13","ecu3",392.06828922,-25.889055062
"662",2019-08-13 20:47:01,"Aug13","ecu3",392.06828922,-25.889055062
"663",2019-08-13 20:47:02,"Aug13","ecu3",392.06828922,-25.889055062
"664",2019-08-13 20:47:03,"Aug13","ecu3",392.04666855,-25.889055062
"665",2019-08-13 20:47:03,"Aug13","ecu3",392.04666855,-25.823054808
"666",2019-08-13 20:47:05,"Aug13","ecu3",392.04666855,-25.823054808
"667",2019-08-13 20:47:06,"Aug13","ecu3",392.04666855,-25.823054808
"668",2019-08-13 20:47:06,"Aug13","ecu3",392.12250032,-25.823054808
"669",2019-08-13 20:47:07,"Aug13","ecu3",392.12250032,-27.480086761
"670",2019-08-13 20:47:08,"Aug13","ecu3",392.12250032,-27.480086761
"671",2019-08-13 20:47:09,"Aug13","ecu3",392.12250032,-27.480086761
"672",2019-08-13 20:47:10,"Aug13","ecu3",392.24533743,-27.480086761
"673",2019-08-13 20:47:10,"Aug13","ecu3",392.24533743,-25.19894414
"674",2019-08-13 20:47:12,"Aug13","ecu3",392.24533743,-25.19894414
"675",2019-08-13 20:47:13,"Aug13","ecu3",392.24533743,-25.19894414
"676",2019-08-13 20:47:13,"Aug13","ecu3",392.26412757,-25.19894414
"677",2019-08-13 20:47:14,"Aug13","ecu3",392.26412757,-23.622965046
"678",2019-08-13 20:47:15,"Aug13","ecu3",392.26412757,-23.622965046
"679",2019-08-13 20:47:16,"Aug13","ecu3",392.26412757,-23.622965046
"680",2019-08-13 20:47:17,"Aug13","ecu3",392.0774655,-23.622965046
"681",2019-08-13 20:47:17,"Aug13","ecu3",392.0774655,-22.608689795
"682",2019-08-13 20:47:19,"Aug13","ecu3",392.0774655,-22.608689795
"683",2019-08-13 20:47:20,"Aug13","ecu3",392.0774655,-22.608689795
"684",2019-08-13 20:47:20,"Aug13","ecu3",392.28792545,-22.608689795
"685",2019-08-13 20:47:21,"Aug13","ecu3",392.28792545,-26.362557818
"686",2019-08-13 20:47:22,"Aug13","ecu3",392.28792545,-26.362557818
"687",2019-08-13 20:47:23,"Aug13","ecu3",392.28792545,-26.362557818
"688",2019-08-13 20:47:24,"Aug13","ecu3",392.07992873,-26.362557818
"689",2019-08-13 20:47:24,"Aug13","ecu3",392.07992873,-22.428909897
"690",2019-08-13 20:47:26,"Aug13","ecu3",392.07992873,-22.428909897
"691",2019-08-13 20:47:27,"Aug13","ecu3",392.07992873,-22.428909897
"692",2019-08-13 20:47:27,"Aug13","ecu3",392.21191767,-22.428909897
"693",2019-08-13 20:47:28,"Aug13","ecu3",392.21191767,-25.12474218
"694",2019-08-13 20:47:29,"Aug13","ecu3",392.21191767,-25.12474218
"695",2019-08-13 20:47:30,"Aug13","ecu3",392.21191767,-25.12474218
